"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""password""|""relative:///pkg/apis/rke.cattle.io/v1/registries.go:23:37:23:51""]].
Hard-coded [[""secret""|""relative:///pkg/apis/rke.cattle.io/v1/registries.go:23:37:23:51""]].","/pkg/apis/rke.cattle.io/v1/registries.go","23","37","23","51"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/auth/providers/azure/clients/ms_graph_client.go:35:26:35:47""]].","/pkg/auth/providers/azure/clients/ms_graph_client.go","35","26","35","47"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/auth/providers/common/password.go:15:26:15:50""]].","/pkg/auth/providers/common/password.go","15","26","15","50"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/auth/tokens/manager.go:43:27:43:41""]].","/pkg/auth/tokens/manager.go","43","27","43","41"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/capr/common.go:88:27:88:54""]].","/pkg/capr/common.go","88","27","88","54"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/capr/common.go:89:27:89:55""]].","/pkg/capr/common.go","89","27","89","55"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/catalogv2/helmop/operation.go:1078:20:1078:36""]].","/pkg/catalogv2/helmop/operation.go","1078","20","1078","36"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/client/generated/cluster/v3/zz_generated_secret_reference.go:5:34:5:39""]].","/pkg/client/generated/cluster/v3/zz_generated_secret_reference.go","5","34","5","39"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","Hard-coded [[""secret""|""relative:///pkg/client/generated/cluster/v3/zz_generated_secret_reference.go:6:34:6:44""]].","/pkg/client/generated/cluster/v3/zz_generated_secret_reference.go","6","34","6","44"
